Hari,Tanggal,Jam,Modal,Pembelian,Barang,Transaksi,Jumlah,Penjualan,Keuntungan
Jumat,4,5,400.000,355,snack,350,13,234,150.000
Minggu,24,0,700.000,193,telur,385,537,311,150.000
Minggu,17,9,1.000.000,156,beras,339,491,252,130.000
Jumat,20,0,500.000,261,snack,317,974,307,200.000
Senin,4,0,600.000,189,susu,375,126,207,100.000
Minggu,29,0,700.000,347,gula,369,157,408,150.000
Senin,24,1,600.000,213,susu,335,630,368,130.000
Jumat,21,2,600.000,160,gula,345,212,363,200.000
Kamis,15,5,700.000,210,gula,311,997,101,200.000
Senin,6,5,1.000.000,327,gula,311,821,333,150.000
Jumat,30,4,1.000.000,348,telur,360,864,121,150.000
Selasa,27,3,700.000,169,snack,311,633,127,150.000
Minggu,8,7,500.000,204,snack,310,502,432,130.000
Minggu,8,0,600.000,332,telur,338,520,457,150.000
Minggu,15,1,1.000.000,255,susu,313,638,192,150.000
Kamis,21,1,700.000,199,susu,381,863,391,200.000
Minggu,6,10,1.000.000,155,susu,361,430,428,130.000
Minggu,24,9,500.000,424,telur,348,261,412,200.000
Minggu,22,2,1.000.000,478,snack,313,821,438,130.000
Minggu,11,0,500.000,423,susu,329,265,360,100.000
Sabtu,10,11,400.000,313,beras,393,144,425,130.000
Minggu,25,7,400.000,288,snack,316,251,381,100.000
Rabu,28,3,500.000,438,susu,320,808,143,100.000
Kamis,12,3,700.000,169,gula,327,620,417,150.000
Sabtu,28,7,600.000,185,susu,348,34,333,100.000
Rabu,29,3,1.000.000,258,beras,305,157,492,130.000
Selasa,24,4,500.000,410,beras,338,651,218,150.000
Sabtu,6,11,1.000.000,323,snack,302,722,187,200.000
Senin,9,6,600.000,151,snack,339,610,480,150.000
Minggu,13,10,1.000.000,148,snack,349,63,495,130.000
Rabu,3,5,600.000,139,susu,314,338,102,150.000
Senin,18,2,400.000,287,gula,396,344,290,200.000
Minggu,25,2,1.000.000,394,beras,382,603,364,130.000
Sabtu,12,1,1.000.000,367,gula,321,495,190,100.000
Selasa,18,3,1.000.000,214,susu,311,676,363,100.000
Rabu,6,8,500.000,121,susu,320,696,183,100.000
Selasa,24,10,400.000,169,beras,314,679,399,130.000
Minggu,17,11,400.000,302,susu,301,733,296,200.000
Rabu,16,0,600.000,480,susu,328,517,186,150.000
Selasa,23,8,600.000,435,susu,311,714,321,100.000
Minggu,17,7,1.000.000,154,beras,312,278,145,100.000
Rabu,18,7,500.000,479,telur,395,171,455,200.000
Jumat,20,2,600.000,208,snack,377,228,282,100.000
Minggu,10,0,700.000,387,telur,390,573,280,200.000
Sabtu,5,6,1.000.000,373,beras,364,71,183,100.000
Jumat,6,2,600.000,133,telur,385,104,316,100.000
Kamis,11,0,600.000,428,beras,399,714,381,200.000
Selasa,16,1,500.000,357,gula,346,147,205,100.000
Jumat,24,11,1.000.000,383,beras,394,142,150,100.000
Kamis,20,0,600.000,453,beras,379,281,198,130.000
Rabu,12,4,500.000,414,susu,336,637,130,150.000
Selasa,25,10,700.000,473,snack,389,540,111,100.000
Minggu,1,4,700.000,481,telur,350,475,261,100.000
Jumat,13,4,500.000,268,beras,314,775,321,100.000
Minggu,24,7,600.000,299,snack,354,286,167,130.000
Jumat,27,6,600.000,153,telur,380,742,223,130.000
Kamis,18,6,400.000,243,gula,373,395,474,130.000
Rabu,20,10,500.000,204,gula,397,142,341,150.000
Selasa,3,3,400.000,213,susu,301,326,206,150.000
Minggu,26,2,600.000,105,telur,304,757,159,130.000
Rabu,7,7,500.000,222,beras,306,691,223,130.000
Kamis,11,1,600.000,431,gula,352,653,307,150.000
Rabu,17,3,1.000.000,315,telur,353,794,172,100.000
Senin,10,4,700.000,125,susu,325,292,368,200.000
Sabtu,15,5,600.000,308,susu,379,985,250,100.000
Senin,9,2,400.000,105,beras,316,104,377,150.000
Jumat,10,3,1.000.000,120,gula,316,753,385,200.000
Kamis,27,8,1.000.000,453,susu,378,433,162,200.000
Senin,27,0,1.000.000,324,gula,361,862,270,200.000
Rabu,28,0,1.000.000,381,snack,345,125,252,150.000
Kamis,9,3,1.000.000,192,susu,312,683,204,130.000
Senin,26,4,1.000.000,369,gula,376,996,116,100.000
Jumat,27,2,400.000,156,susu,376,152,387,200.000
Kamis,21,5,700.000,146,susu,383,921,262,130.000
Jumat,4,4,1.000.000,140,susu,388,470,243,200.000
Senin,27,6,500.000,386,beras,332,878,313,150.000
Rabu,28,11,1.000.000,324,snack,323,609,416,100.000
Sabtu,15,0,1.000.000,338,susu,355,336,238,100.000
Sabtu,9,1,1.000.000,471,snack,368,19,481,150.000
Kamis,13,4,700.000,215,snack,345,248,130,100.000
Sabtu,15,4,700.000,280,gula,312,800,183,150.000
Senin,6,8,1.000.000,132,susu,365,894,333,130.000
Minggu,19,5,400.000,245,snack,333,885,417,100.000
Jumat,11,7,500.000,272,telur,385,34,459,200.000
Senin,22,2,1.000.000,365,snack,370,965,446,150.000
Minggu,19,7,400.000,451,susu,396,870,491,150.000
Minggu,23,0,700.000,348,gula,366,70,113,130.000
Kamis,10,10,500.000,244,gula,352,752,121,130.000
Minggu,12,8,600.000,311,gula,355,744,493,100.000
Selasa,3,8,600.000,431,beras,399,988,300,130.000
Senin,15,2,600.000,456,snack,343,860,258,200.000
Jumat,21,5,600.000,173,susu,396,243,366,130.000
Sabtu,28,5,700.000,122,susu,321,124,400,150.000
Rabu,15,4,600.000,401,gula,335,111,219,150.000
Jumat,19,0,500.000,246,snack,384,622,356,200.000
Sabtu,15,7,700.000,450,gula,389,321,150,200.000
Minggu,26,4,600.000,456,telur,354,736,470,130.000
Kamis,18,6,700.000,490,gula,371,308,448,150.000
Rabu,27,2,700.000,208,susu,377,908,211,130.000
Jumat,4,1,1.000.000,449,telur,328,481,265,130.000
Minggu,21,0,600.000,478,snack,318,729,351,150.000
Jumat,8,11,700.000,294,susu,333,317,332,200.000
Jumat,13,5,500.000,193,snack,388,828,270,100.000
Selasa,9,8,500.000,108,susu,368,223,428,100.000
Jumat,24,2,400.000,412,susu,367,167,115,130.000
Minggu,14,9,700.000,231,susu,399,638,417,200.000
Senin,13,1,600.000,300,susu,391,712,334,150.000
Kamis,15,0,700.000,277,susu,397,460,388,100.000
Senin,30,4,700.000,167,snack,348,990,268,130.000
Rabu,19,11,1.000.000,335,susu,306,41,218,150.000
Selasa,20,5,700.000,279,susu,361,627,495,200.000
Minggu,6,11,1.000.000,179,telur,349,398,310,200.000
Jumat,12,10,400.000,193,telur,330,769,370,130.000
Kamis,17,6,500.000,212,telur,346,1,270,130.000
Rabu,12,0,600.000,181,susu,382,949,434,150.000
Sabtu,13,1,600.000,494,beras,363,468,471,200.000
Senin,29,8,500.000,124,gula,354,432,339,100.000
Jumat,19,10,1.000.000,484,telur,326,459,276,130.000
Kamis,15,2,400.000,423,susu,337,768,457,150.000
Rabu,19,5,700.000,341,susu,376,170,396,100.000
Jumat,7,10,1.000.000,182,beras,373,928,283,150.000
Sabtu,9,7,600.000,451,susu,369,131,458,200.000
Selasa,1,7,700.000,106,beras,397,714,146,100.000
Senin,14,0,500.000,238,beras,328,815,369,100.000
Senin,17,8,500.000,365,snack,316,971,192,130.000
Jumat,26,5,500.000,179,susu,356,478,458,130.000
Minggu,1,8,500.000,213,susu,376,851,467,200.000
Rabu,5,7,1.000.000,337,telur,392,988,415,200.000
Sabtu,11,5,1.000.000,173,snack,379,259,462,150.000
Rabu,10,2,1.000.000,111,snack,349,322,127,200.000
Jumat,19,11,600.000,401,beras,394,936,230,200.000
Selasa,8,1,600.000,449,snack,366,192,140,100.000
Rabu,13,1,400.000,254,telur,331,163,440,100.000
Senin,12,11,400.000,470,snack,319,25,181,100.000
Senin,22,5,600.000,140,telur,318,620,118,100.000
Senin,25,5,400.000,208,susu,334,659,291,150.000
Selasa,22,9,1.000.000,432,susu,331,548,499,100.000
Sabtu,29,1,700.000,423,gula,339,250,295,100.000
Selasa,14,1,1.000.000,182,telur,314,8,457,100.000
Sabtu,26,1,700.000,436,snack,377,552,382,200.000
Sabtu,11,8,400.000,172,telur,318,114,104,100.000
Kamis,9,4,400.000,327,snack,396,30,344,100.000
Minggu,19,10,600.000,465,susu,377,631,489,100.000
Rabu,8,1,500.000,408,susu,322,648,473,200.000
Sabtu,16,6,400.000,239,snack,314,840,157,200.000
Sabtu,30,2,1.000.000,429,gula,300,230,426,130.000
Sabtu,12,10,1.000.000,106,susu,363,943,159,150.000
Jumat,22,5,500.000,475,beras,396,384,238,100.000
Senin,22,3,1.000.000,329,gula,379,710,247,100.000
Senin,28,11,600.000,351,snack,360,262,166,130.000
Selasa,6,2,700.000,144,gula,374,470,468,100.000
Jumat,20,0,1.000.000,421,gula,316,311,354,200.000
Jumat,9,7,400.000,135,snack,394,780,248,200.000
Sabtu,25,11,400.000,213,gula,392,485,223,200.000
Sabtu,28,7,600.000,491,susu,378,53,309,150.000
Kamis,3,11,1.000.000,427,telur,328,10,315,100.000
Senin,16,8,400.000,404,gula,397,22,224,150.000
Kamis,15,2,400.000,145,snack,359,408,235,200.000
Rabu,17,11,400.000,271,snack,314,614,219,150.000
Minggu,6,4,400.000,261,susu,398,986,436,200.000
Kamis,20,4,1.000.000,311,gula,373,999,103,100.000
Senin,14,6,500.000,169,beras,367,863,478,150.000
Rabu,10,1,1.000.000,178,beras,371,648,490,200.000
Rabu,1,8,700.000,158,telur,319,377,144,100.000
Minggu,8,0,1.000.000,391,susu,307,402,305,130.000
Rabu,12,7,400.000,317,snack,368,658,474,130.000
Senin,30,4,600.000,356,gula,306,938,102,200.000
Kamis,16,3,500.000,202,beras,343,942,456,200.000
Senin,9,2,700.000,379,snack,362,253,402,200.000
Sabtu,26,11,700.000,479,snack,352,536,373,200.000
Jumat,24,2,500.000,158,snack,344,222,103,150.000
Rabu,7,5,600.000,111,gula,370,310,109,100.000
Senin,30,9,700.000,444,beras,368,960,344,150.000
Rabu,24,10,400.000,333,susu,353,969,348,150.000
Sabtu,13,8,700.000,357,snack,374,237,490,100.000
Selasa,18,9,600.000,132,gula,364,760,355,150.000
Sabtu,5,6,500.000,468,susu,366,319,304,200.000
Selasa,15,5,1.000.000,333,susu,373,884,499,130.000
Jumat,2,9,400.000,418,gula,355,925,279,130.000
Jumat,20,8,600.000,450,susu,313,802,218,100.000
Jumat,20,10,700.000,128,beras,357,752,166,150.000
Jumat,23,6,400.000,244,telur,346,267,489,200.000
Minggu,10,1,700.000,172,gula,374,553,281,100.000
Minggu,8,9,600.000,162,snack,331,228,349,150.000
Kamis,5,8,1.000.000,276,beras,392,778,383,150.000
Selasa,30,1,1.000.000,413,susu,301,334,456,100.000
Senin,9,0,600.000,219,susu,304,396,354,150.000
Jumat,25,11,1.000.000,154,telur,393,358,476,200.000
Sabtu,27,4,400.000,129,susu,336,449,153,200.000
Selasa,4,9,500.000,447,gula,341,70,309,130.000
Minggu,13,8,500.000,281,gula,338,27,439,130.000
Sabtu,3,7,600.000,428,gula,325,374,425,130.000
Jumat,13,0,1.000.000,422,susu,364,512,166,200.000
Senin,19,0,700.000,128,telur,351,512,223,150.000
Rabu,6,2,600.000,171,gula,342,337,152,200.000
Minggu,21,9,1.000.000,311,telur,301,50,456,100.000
Kamis,19,0,500.000,453,gula,351,514,115,200.000
Senin,13,2,600.000,240,susu,380,402,497,200.000
Minggu,10,9,700.000,135,gula,345,70,111,150.000
Rabu,7,7,1.000.000,385,beras,348,502,360,200.000
Sabtu,7,6,1.000.000,497,telur,345,333,267,150.000
Minggu,26,10,500.000,263,telur,397,748,211,150.000
Kamis,7,2,700.000,463,susu,318,919,332,130.000
Selasa,26,5,700.000,118,snack,315,480,287,130.000
Sabtu,22,6,700.000,217,susu,397,859,160,150.000
Sabtu,19,5,1.000.000,385,gula,373,68,386,150.000
Minggu,11,4,500.000,285,susu,377,104,302,150.000
Jumat,14,4,700.000,261,telur,372,910,196,130.000
Selasa,9,9,400.000,310,gula,309,608,334,150.000
Selasa,27,1,400.000,471,snack,367,247,109,130.000
Rabu,9,1,1.000.000,172,beras,346,102,127,200.000
Kamis,16,4,1.000.000,393,telur,328,308,489,200.000
Kamis,2,8,600.000,143,susu,359,591,384,150.000
Jumat,11,9,1.000.000,410,gula,327,787,474,130.000
Selasa,5,2,700.000,145,telur,351,828,451,130.000
Sabtu,7,3,1.000.000,480,susu,362,677,195,200.000
Minggu,9,8,600.000,242,snack,330,973,306,130.000
Rabu,1,6,1.000.000,144,susu,322,452,103,130.000
Sabtu,20,0,700.000,471,gula,313,971,391,100.000
Jumat,1,10,1.000.000,492,susu,304,168,206,200.000
Selasa,17,11,1.000.000,104,susu,339,801,279,150.000
Senin,18,7,400.000,211,telur,302,501,172,200.000
Rabu,24,1,400.000,312,susu,378,556,321,150.000
Minggu,12,4,400.000,284,telur,381,259,257,150.000
Sabtu,22,1,400.000,354,telur,393,95,139,150.000
Rabu,7,5,1.000.000,297,telur,377,897,367,100.000
Selasa,7,1,600.000,418,susu,315,335,405,100.000
Senin,29,0,700.000,235,beras,372,387,236,200.000
Selasa,29,10,400.000,443,snack,319,590,223,150.000
Jumat,4,6,1.000.000,215,susu,335,704,460,130.000
Jumat,1,11,500.000,222,telur,363,604,484,100.000
Senin,14,11,400.000,456,snack,323,689,234,200.000
Selasa,15,4,400.000,451,telur,380,9,333,150.000
Sabtu,30,8,700.000,478,snack,307,970,261,100.000
Kamis,24,1,400.000,442,telur,365,317,220,150.000
Jumat,10,9,1.000.000,248,susu,305,632,228,100.000
Sabtu,17,9,500.000,391,telur,336,689,202,130.000
Kamis,18,1,500.000,209,susu,397,34,318,200.000
Sabtu,25,10,500.000,359,susu,370,270,498,130.000
Minggu,2,10,400.000,340,susu,309,207,285,100.000
Kamis,25,6,400.000,139,snack,392,841,171,100.000
Selasa,9,1,400.000,147,gula,358,995,378,100.000
Rabu,18,9,500.000,310,susu,325,591,375,100.000
Jumat,8,9,500.000,256,susu,339,999,167,100.000
Senin,7,3,400.000,314,susu,348,133,134,100.000
Senin,30,7,500.000,144,snack,381,855,213,100.000
Sabtu,19,5,600.000,461,snack,365,864,331,100.000
Minggu,10,11,400.000,395,beras,363,384,352,200.000
Jumat,7,11,600.000,492,snack,332,821,169,100.000
Kamis,10,4,500.000,230,susu,342,6,347,100.000
Selasa,17,2,1.000.000,108,beras,368,512,113,200.000
Kamis,11,8,400.000,286,snack,339,323,254,150.000
Minggu,20,8,500.000,249,susu,302,873,283,150.000
Rabu,12,10,500.000,290,snack,380,892,356,130.000
Jumat,25,5,600.000,250,snack,381,386,361,100.000
Rabu,5,3,600.000,482,susu,393,881,492,100.000
Senin,3,2,1.000.000,292,snack,344,102,309,200.000
Minggu,27,6,400.000,164,beras,338,179,405,150.000
Jumat,11,4,600.000,276,gula,376,975,276,200.000
Senin,6,9,400.000,185,telur,335,476,348,200.000
Sabtu,29,8,600.000,179,telur,341,127,297,130.000
Jumat,30,0,1.000.000,289,telur,312,403,194,130.000
Minggu,27,5,400.000,154,beras,367,304,376,150.000
Senin,22,9,1.000.000,337,susu,377,557,357,130.000
Senin,6,6,600.000,154,beras,328,817,392,130.000
Kamis,4,4,700.000,457,beras,371,33,465,200.000
Jumat,10,6,400.000,426,beras,381,847,353,130.000
Sabtu,4,11,600.000,210,snack,364,657,438,100.000
Kamis,5,11,500.000,340,beras,308,461,365,100.000
Minggu,13,10,500.000,419,snack,380,915,312,150.000
Senin,15,6,600.000,122,beras,362,959,262,200.000
Rabu,8,7,1.000.000,142,susu,308,885,156,100.000
Rabu,12,3,600.000,221,gula,353,737,219,200.000
Kamis,15,1,600.000,102,susu,378,338,453,200.000
Sabtu,13,8,600.000,156,snack,391,992,431,150.000
Jumat,1,3,500.000,117,gula,324,488,186,150.000
Kamis,7,3,600.000,296,gula,360,757,472,100.000
Rabu,16,4,1.000.000,133,snack,382,266,435,200.000
Sabtu,6,0,1.000.000,197,gula,350,886,293,100.000
Jumat,21,6,1.000.000,259,telur,385,124,396,100.000
Kamis,15,3,600.000,294,beras,388,547,298,200.000
Jumat,20,5,600.000,419,snack,331,732,359,150.000
Minggu,13,10,700.000,424,beras,309,144,419,200.000
Rabu,15,8,400.000,361,snack,350,402,313,100.000
Selasa,21,10,400.000,322,snack,356,296,180,200.000
Senin,1,1,500.000,200,susu,332,380,457,100.000
Rabu,25,4,700.000,352,snack,389,858,153,150.000
Minggu,6,1,600.000,349,snack,352,393,382,150.000
Senin,7,4,700.000,162,gula,319,524,185,150.000
Jumat,8,9,1.000.000,446,gula,346,648,491,100.000
Minggu,10,9,600.000,343,susu,327,921,152,100.000
Jumat,1,2,400.000,263,gula,322,687,418,100.000
Senin,18,1,700.000,277,telur,382,141,282,200.000
Senin,22,3,400.000,496,susu,324,142,452,130.000
Senin,24,11,500.000,198,susu,327,622,220,150.000
Kamis,3,11,500.000,137,telur,305,833,473,100.000
Kamis,10,3,500.000,458,susu,309,137,250,200.000
Selasa,17,4,700.000,382,gula,357,284,146,200.000
Rabu,6,4,700.000,427,beras,326,117,455,130.000
Sabtu,8,1,1.000.000,169,susu,355,520,450,100.000
Jumat,25,11,600.000,123,gula,389,132,338,100.000
Jumat,15,3,500.000,136,telur,397,638,320,100.000
Rabu,17,2,400.000,451,gula,384,430,155,200.000
Sabtu,27,0,700.000,482,telur,337,395,236,200.000
Minggu,7,0,700.000,279,gula,329,347,276,200.000
Rabu,17,1,700.000,319,beras,359,856,259,150.000
Minggu,24,0,500.000,136,gula,343,715,221,200.000
Rabu,2,11,400.000,115,telur,397,41,476,130.000
Minggu,16,2,500.000,278,telur,311,656,499,200.000
Minggu,9,1,700.000,490,beras,316,504,175,150.000
Minggu,23,6,400.000,378,beras,360,607,241,200.000
Senin,22,11,400.000,147,telur,312,536,137,200.000
Minggu,27,1,1.000.000,227,telur,334,89,457,130.000
Senin,12,3,1.000.000,420,gula,361,975,468,150.000
Rabu,27,11,500.000,125,snack,339,209,169,200.000
Jumat,4,9,400.000,102,gula,366,546,178,200.000
Kamis,23,7,700.000,281,beras,328,639,494,100.000
Jumat,30,6,1.000.000,392,gula,368,183,153,200.000
Rabu,8,2,500.000,440,telur,334,981,279,150.000
Minggu,20,6,500.000,326,beras,332,347,423,100.000
Rabu,20,8,500.000,106,snack,365,804,104,150.000
Selasa,5,4,1.000.000,453,susu,351,934,338,130.000
Rabu,10,11,400.000,457,susu,379,461,271,100.000
Senin,9,4,600.000,322,telur,338,11,392,150.000
Kamis,26,10,400.000,258,gula,355,590,142,200.000
Jumat,27,5,600.000,127,susu,353,316,130,150.000
Rabu,21,7,400.000,248,susu,388,91,135,150.000
Senin,17,7,400.000,484,gula,343,739,357,150.000
Kamis,30,10,700.000,320,susu,311,157,101,200.000
Senin,22,2,700.000,254,beras,324,58,279,200.000
Minggu,17,1,400.000,403,snack,355,831,424,130.000
Sabtu,23,8,1.000.000,165,snack,316,317,149,200.000
Sabtu,25,8,1.000.000,235,beras,304,275,460,200.000
Selasa,3,9,500.000,440,beras,366,55,228,100.000
Rabu,13,2,400.000,227,telur,320,100,477,150.000
Senin,11,8,600.000,121,telur,303,504,330,100.000
Selasa,17,5,600.000,292,susu,311,854,263,200.000
Senin,4,1,700.000,273,snack,318,745,392,200.000
Rabu,6,9,500.000,427,snack,300,156,113,130.000
Rabu,28,11,400.000,241,telur,304,312,110,130.000
Selasa,28,3,400.000,310,susu,377,813,472,150.000
Minggu,23,4,500.000,178,gula,307,121,224,100.000
Senin,23,1,700.000,294,telur,364,319,212,200.000
Rabu,5,11,600.000,307,gula,347,210,418,150.000
Minggu,20,3,700.000,140,gula,348,731,326,200.000
Jumat,3,7,500.000,428,susu,332,234,143,130.000
Sabtu,7,1,1.000.000,364,snack,391,816,203,200.000
Senin,5,11,400.000,289,telur,312,430,483,200.000
Selasa,11,2,400.000,161,telur,396,577,415,100.000
Rabu,25,4,400.000,208,beras,357,559,414,100.000
Senin,22,2,500.000,408,gula,392,159,175,100.000
Minggu,11,11,400.000,279,snack,359,101,379,130.000
Senin,19,8,400.000,141,beras,330,159,143,150.000
Sabtu,23,5,500.000,271,telur,364,703,295,130.000
Kamis,22,5,400.000,338,gula,333,381,381,150.000
Kamis,16,8,700.000,373,gula,399,360,371,130.000
Jumat,11,1,400.000,250,gula,369,168,214,100.000
Kamis,11,1,400.000,408,telur,370,775,144,200.000
Selasa,16,6,1.000.000,181,telur,375,882,106,150.000
Rabu,22,9,600.000,312,susu,326,900,285,100.000
Minggu,24,10,700.000,155,beras,385,649,283,130.000
Selasa,7,6,500.000,336,gula,334,666,355,130.000
Selasa,12,11,700.000,252,telur,327,312,371,100.000
Kamis,30,6,500.000,397,snack,350,773,373,200.000
Senin,4,10,400.000,219,susu,367,692,381,100.000
Rabu,9,3,400.000,268,susu,376,276,195,100.000
Sabtu,7,6,600.000,270,snack,342,278,237,100.000
Senin,21,1,500.000,190,telur,367,834,416,200.000
Senin,28,3,1.000.000,472,susu,374,19,291,100.000
Jumat,6,7,700.000,333,telur,343,797,306,150.000
Jumat,27,11,1.000.000,455,snack,375,365,481,150.000
Rabu,19,2,1.000.000,242,telur,379,75,461,130.000
Selasa,15,3,1.000.000,245,susu,359,492,337,150.000
Sabtu,4,10,700.000,154,telur,313,187,249,130.000
Senin,21,8,1.000.000,194,susu,369,182,265,200.000
Rabu,21,10,500.000,228,snack,322,620,211,200.000
Senin,13,4,400.000,297,gula,342,730,298,150.000
Selasa,5,8,700.000,480,gula,303,387,430,130.000
Jumat,18,8,1.000.000,218,gula,310,997,347,200.000
Minggu,17,0,400.000,340,snack,358,546,277,150.000
Minggu,28,3,400.000,295,beras,363,781,186,100.000
Selasa,18,9,700.000,353,snack,340,459,352,200.000
Sabtu,27,5,600.000,109,susu,358,37,306,200.000
Rabu,13,2,500.000,293,susu,385,355,452,150.000
Sabtu,25,1,700.000,471,telur,392,662,112,150.000
Sabtu,22,8,700.000,102,susu,384,512,220,100.000
Jumat,21,2,600.000,320,gula,356,222,117,200.000
Rabu,10,4,400.000,357,gula,337,554,440,100.000
Rabu,11,4,600.000,401,telur,307,837,271,150.000
Jumat,18,11,500.000,328,beras,385,348,391,150.000
Kamis,17,5,400.000,461,gula,372,903,418,200.000
Minggu,17,0,700.000,323,susu,328,749,394,130.000
Rabu,1,6,600.000,244,gula,343,314,369,150.000
Kamis,17,8,700.000,363,beras,322,546,318,130.000
Jumat,17,11,400.000,497,gula,351,456,469,200.000
Senin,11,11,600.000,497,beras,377,35,483,130.000
Sabtu,21,8,400.000,169,snack,323,567,377,200.000
Minggu,6,5,1.000.000,445,telur,347,843,429,130.000
Minggu,1,10,500.000,253,beras,373,882,407,100.000
Kamis,17,6,1.000.000,206,gula,363,824,228,130.000
Jumat,26,3,1.000.000,179,gula,362,47,404,200.000
Selasa,22,8,500.000,235,susu,341,705,195,130.000
Jumat,24,3,700.000,228,gula,356,362,392,100.000
Jumat,22,7,700.000,158,beras,310,905,290,130.000
Kamis,29,7,400.000,116,susu,342,768,288,100.000
Rabu,1,3,500.000,394,telur,323,664,246,130.000
Sabtu,14,3,1.000.000,161,snack,398,940,433,200.000
Kamis,30,3,600.000,367,beras,339,666,478,200.000
Jumat,5,2,500.000,352,susu,362,805,192,150.000
Rabu,25,2,1.000.000,321,snack,364,309,362,130.000
Kamis,6,5,600.000,340,snack,343,566,196,150.000
Minggu,14,9,600.000,345,beras,302,820,466,130.000
Jumat,1,2,700.000,479,gula,327,144,493,100.000
Minggu,27,6,700.000,428,snack,303,348,389,130.000
Rabu,6,6,700.000,111,beras,343,836,214,150.000
Minggu,14,1,1.000.000,346,beras,313,59,230,100.000
Senin,19,2,1.000.000,180,telur,322,781,311,150.000
Jumat,20,6,1.000.000,445,beras,362,359,401,100.000
Minggu,28,9,600.000,234,telur,383,648,373,150.000
Minggu,25,11,600.000,488,telur,331,153,332,100.000
Sabtu,6,1,1.000.000,412,snack,339,179,142,150.000
Kamis,4,5,500.000,151,gula,307,493,178,100.000
Sabtu,4,10,1.000.000,409,telur,364,6,228,150.000
Minggu,29,0,1.000.000,447,beras,377,810,114,150.000
Senin,3,7,1.000.000,308,telur,346,957,199,130.000
Selasa,12,10,600.000,182,snack,394,990,474,150.000
Sabtu,10,10,700.000,422,telur,303,432,148,200.000
Sabtu,5,11,700.000,356,telur,313,272,474,150.000
Minggu,22,0,600.000,141,beras,320,563,305,150.000
Kamis,15,9,500.000,165,telur,326,290,191,100.000
